C:\Users\peter\Desktop\Touchscreen DOE\Subject Data\Children\TDOE_2_25_19.emrg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Name,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,Blank1,BLANK1.OffsetDelay,BLANK1.OffsetTime,BLANK1.OnsetDelay,BLANK1.OnsetTime,Blank2,BLANK2.OffsetDelay,BLANK2.OffsetTime,BLANK2.OnsetDelay,BLANK2.OnsetTime,Blank3,BothSelected,BothStims.RT,BothStims.RTTime,ComparisonStimuli.ACC,ComparisonStimuli.CRESP,ComparisonStimuli.DurationError,ComparisonStimuli.OnsetDelay,ComparisonStimuli.OnsetTime,ComparisonStimuli.OnsetToOnsetTime,ComparisonStimuli.RESP,ComparisonStimuli.RT,ComparisonStimulus,CorrectAnswer,CorrectAnswerL,CorrectAnswerR,CSCheck,DOP,DOP.Cycle,DOP.Sample,FbMovie,FeedbackWrong,Fixation,LeftResponseStim.RT,LeftResponseStim.RTTime,LeftResponseStimulus,Prac,Prac.Cycle,Prac.Sample,PracSampleStim.OffsetDelay,PracSampleStim.OffsetTime,PracSampleStim.OnsetDelay,PracSampleStim.OnsetTime,Procedure,ResponseStimulus,ResponseStimulus.RT,ResponseStimulus.RTTime,RightResponseStim.RT,RightResponseStim.RTTime,RightResponseStimulus,Running,SampleStimulus,SampleStimulus.OffsetDelay,SampleStimulus.OffsetTime,SampleStimulus.OnsetDelay,SampleStimulus.OnsetTime
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,1,Blank1.png,0,25053,17,24553,Blank2.png,0,26602,33,26102,,GreenHeartPurpleCloud.png,3193,33512,,,,,,,,,,,Heart,Cloud,,,,,,,Fixation.png,1455,30274,GreenHeartCloud.png,2,1,1,0,26069,16,25069,PracProc,HeartCloud.png,2153,28789,0,0,HeartPurpleCloud.png,Prac,Circle_Solid.png,,,,
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,2,Blank1.png,0,35502,33,35002,Blank2.png,0,37052,34,36552,,BlueTriangleRedStar.png,5686,45671,,,,,,,,,,,Triangle,Star,,,,,,,Fixation.png,1650,39952,BlueTriangleStar.png,1,1,2,0,36518,16,35518,PracProc,TriangleStar.png,1177,38262,0,0,TriangleRedStar.png,Prac,Square_Solid.png,,,,
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,3,Blank1.png,0,51817,13,51317,Blank2.png,0,53334,0,52834,Blank3.png,,,,0,,-999999,33,53367,0,Right,2462,CS_Take3.png,Left,,,CSL_Take3.png,2,1,1,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,51834,17,51834
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,4,Blank1.png,0,58700,17,58200,Blank2.png,0,60217,0,59717,Blank3.png,,,,0,,-999999,49,60266,0,Right,1306,CS_Take3.png,Left,,,CSL_Take3.png,2,1,2,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,58717,17,58717
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,5,Blank1.png,0,64433,17,63933,Blank2.png,0,65949,0,65449,Blank3.png,,,,0,,-999999,34,65983,0,Left,3549,CS_Take3.png,Right,,,CSR_Take3.png,1,1,3,Trolls,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,1,64450,16,64449
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,6,Blank1.png,0,72432,32,71932,Blank2.png,0,73949,0,73449,Blank3.png,,,,0,,0,33,73982,5016,TimedOut,5000,CS_Take3.png,Left,,,CSL_Take3.png,2,1,4,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,72449,17,72449
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,7,Blank1.png,0,81848,16,81348,Blank2.png,0,83365,0,82865,Blank3.png,,,,0,,-999999,33,83398,0,Right,3988,CS_Take3.png,Left,,,CSL_Take3.png,2,1,5,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,81865,17,81865
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,8,Blank1.png,0,90281,28,89781,Blank2.png,0,91797,0,91297,Blank3.png,,,,0,,-999999,34,91831,0,Right,2193,CS_Take3.png,Left,,,CSL_Take3.png,2,1,6,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,1,90298,16,90297
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,9,Blank1.png,0,96914,17,96414,Blank2.png,0,98430,0,97930,Blank3.png,,,,0,,-999999,33,98463,0,Right,3409,CS_Take3.png,Left,,,CSL_Take3.png,2,1,7,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,96930,16,96930
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,10,Blank1.png,0,104730,17,104230,Blank2.png,0,106246,0,105746,Blank3.png,,,,0,,-999999,33,106279,0,Left,2997,CS_Take3.png,Right,,,CSR_Take3.png,1,1,8,Trolls,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,0,104746,16,104746
